stop_transit_point_key,stopName,stop_latitude,stop_longitude
8715,WB 46 AV AT 220 ST,49.08589,"-122.61499"
8716,EB W GEORGIA ST AT BURRARD ST--,49.28401,"-123.12067"
8717,WB 46 AV AT 216 ST,49.0859,"-122.62448"
8718,NB RAVINE DR AT BRACKENRIDGE PL,49.29104,"-122.83137"
8719,SB 208 ST AT GRADE CRES,49.08787,"-122.64708"
8720,SB 208 ST AT 45A AV,49.08444,"-122.64716"
8721,SB 208 ST AT 42 AV,49.07851,"-122.64739"
8722,WB 42 AV AT 207 ST,49.07837,"-122.65098"
8723,WB 42 AV AT 205A ST,49.07834,"-122.65523"
8724,SB 204 ST AT 42 AV,49.07817,"-122.65841"
8725,NB LAKE CITY WAY AT EXPRESS ST,49.26018,"-122.93744"
8727,SB 204 ST AT 36 AV,49.06765,"-122.65864"
8728,WB W GEORGIA ST AT SEYMOUR ST,49.28219,"-123.11746"
8729,NB 200 ST AT 38A AV,49.07215,"-122.66945"
873,SB CAMBIE ST AT W 54 AV,49.2215,"-123.1169"
8730,NB 200 ST AT 40 AV,49.07529,"-122.6694"
8731,NB 200 ST AT GRADE CRES,49.09205,"-122.66841"
8732,NB 200 ST AT 53 AV,49.09864,"-122.66857"
8733,EB MICHAUD CRES AT 200 ST,49.10063,"-122.6683"
8734,NB 216 ST AT 47A AV,49.08847,"-122.62454"
8735,WB MICHAUD CRES AT 201A ST,49.10216,"-122.66387"
8737,WB GRADE CRES AT 203 ST,49.09008,"-122.66029"
8738,WB MICHAUD CRES AT 200 ST,49.10078,"-122.66836"
8740,SB 200 ST AT 38A AV,49.07215,"-122.66965"
8746,SB 216 ST AT 52 AV,49.0974,"-122.62471"
8747,LOUGHEED STN BAY 1,49.24784,"-122.89537"
8748,NB COAST MERIDIAN RD AT PATRICIA AV,49.27666,"-122.7561"
8749,NB 202 ST AT 88 AV,49.16347,"-122.65968"
8750,EB LINCOLN AV AT OXFORD ST,49.27829,"-122.76691"
8751,SB OXFORD ST AT LINCOLN AV,49.27823,"-122.76733"
8752,NB OXFORD ST AT LAURIER AV,49.27484,"-122.76717"
8754,WB GRADE CRES AT 200 ST,49.09233,"-122.66821"
8755,EB 100 AV AT 156 ST,49.1843,"-122.78915"
8756,NB 204 ST AT 38 AV,49.07127,"-122.65842"
8757,NB 208 ST AT 47 AV,49.0879,"-122.64674"
8759,EB 46 AV AT 220 ST,49.08573,"-122.61472"
8760,EB 46 AV AT 217B ST,49.08576,"-122.61969"
8761,WB FRASER HWY AT 216 ST,49.09621,"-122.62525"
8762,WB DOLLARTON HWY AT RIVERSIDE DR,49.30553,"-123.01489"
8763,EB 46 AV AT 216 ST,49.08578,"-122.62438"
8764,SB 144 ST AT 6300 BLOCK,49.11539,"-122.82342"
8765,NB 144 ST AT 6300 BLOCK,49.11624,"-122.82318"
8766,WB OLD YALE RD AT 220 ST,49.08714,"-122.61419"
8768,WB LINCOLN AV AT WELLINGTON ST,49.27843,"-122.76223"
8769,EB 26 AV AT 12800 BLOCK,49.04934,"-122.86504"
8770,EB DERWENT WAY AT AUDLEY BLVD,49.17588,"-122.93239"
8772,EB W BROADWAY AT ALMA ST,49.26432,"-123.18646"
8773,SB 216 ST AT 47A AV,49.0884,"-122.62484"
8774,WB 46 AV AT 217B ST,49.08589,"-122.61915"
8777,EB 17 AV AT 12900 BLOCK,49.03234,"-122.86348"
8778,EB PANORAMA DR AT 2900 BLOCK,49.29876,"-122.80385"
8783,NB 200 ST AT 36 AV,49.06763,"-122.66942"
8784,WB FRASER HWY AT 196A ST,49.11337,"-122.67838"
8785,NB GRANVILLE ST AT DRAKE ST,49.27648,"-123.12709"
8786,EB EDMONDS ST AT LINDEN AV,49.21942,"-122.94958"
8787,SB 124 ST AT SEACREST DR,49.04724,"-122.87848"
8789,EB KEARY ST AT E COLUMBIA ST,49.22545,"-122.8907"
8790,NB BELCARRA BAY RD AT MIDDEN RD,49.31379,"-122.92589"
8791,WB 32 AV DIV AT 152 ST,49.06167,"-122.8019"
8793,EB DAVID AV AT OXFORD ST,49.29296,"-122.76331"
8794,PITT MEADOWS TRAINBUS,49.22567,"-122.68844"
8795,EB 84 AV AT 160 ST,49.15537,"-122.78034"
8796,EB SANDERSON WAY AT GILMORE WAY,49.2483,"-123.00866"
8797,NB WESBROOK MALL AT 2200 BLOCK,49.26476,"-123.24394"
8799,NB SHAUGHNESSY ST AT PRAIRIE AV,49.2714,"-122.77519"
88,SB COMMERCIAL DR AT E 4 AV,49.26657,"-123.0698"
8800,EB LINCOLN AV AT WELLINGTON ST,49.27832,"-122.76206"
8801,SB OTTAWA ST AT RIVERSIDE DR,49.26042,"-122.7466"
8803,EB CLARENCE TAYLOR CR AT HARVEST DR,49.08792,"-123.06078"
8804,NB 204 ST AT 36 AV,49.06766,"-122.65839"
8805,EB KINGSWAY AV AT MARY HILL RD,49.263,"-122.77669"
8806,WB E BROADWAY AT FRASER ST,49.26259,"-123.09009"
8807,WB WESTMINSTER HWY AT NELSON RD,49.16994,"-123.01605"
8808,EB MARINE DR AT 5600 BLOCK,49.20619,"-122.98364"
8811,EB N GRANDVIEW HWY AT COMMERCIAL DR,49.26317,"-123.06854"
8812,COQUITLAM CENTRAL TRAINBUS,49.27404,"-122.79952"
8813,NB 128 ST AT 114 AV,49.20957,"-122.86737"
8814,EB RIVER RD AT 68 ST,49.135,"-123.03497"
8815,NB KING GEORGE BLVD AT 100 AV,49.18461,"-122.84523"
8816,BRIGHOUSE STN BAY 4A,49.16843,"-123.13668"
8817,NB SCOTT RD AT KING GEORGE BLVD,49.20436,"-122.87352"
8818,SB N GRANDVIEW HWY AT E 8 AV,49.26283,"-123.06772"
8819,EB 17 AV AT 128 ST,49.03301,"-122.86627"
8820,WB FRASER HWY AT FLEETWOOD WAY,49.16505,"-122.7985"
8821,WB FRASER HWY AT 152 ST,49.16674,"-122.80283"
8822,NB LONSDALE AV AT E 19 ST,49.32662,"-123.0721"
8824,EB CENTRAL BLVD AT METROTOWN STN,49.22605,"-123.00422"
8826,EB 104 AV AT KING GEORGE BLVD,49.19151,"-122.84416"
8827,NB SHAUGHNESSY AT MARY HILL BYPASS,49.2279,"-122.79528"
8828,SB SHAUGHNESSY AT MARY HILL BYPASS,49.22776,"-122.79555"
8831,EB 84 AV AT 144 ST,49.15543,"-122.82258"
8832,WB BERESFORD ST AT ROYAL OAK AV,49.21986,"-122.98796"
8833,EB VANNESS ST AT JOYCE ST,49.23882,"-123.03287"
8834,SB 204 ST AT 38A AV,49.07156,"-122.65863"
8835,EB CENTRAL BLVD AT PATTERSON ST,49.22977,"-123.0125"
8837,NB 208 ST AT 40 AV,49.07501,"-122.64736"
8838,EB 40 AV AT 206A ST,49.07454,"-122.65272"
8839,NB 52 ST AT 7A AV,49.01647,"-123.07955"
8840,WB SE MARINE DR AT POPLAR ST,49.21113,"-123.09284"
8841,EB W 41 AV AT CROWN ST-,49.23468,"-123.19469"
8842,NB MUNDY ST AT PALLISER AV,49.23795,"-122.83404"
8843,WB E HASTINGS ST AT LAKEWOOD DR,49.28127,"-123.0622"
8847,SB GILMORE AV AT DOUGLAS RD,49.26988,"-123.01436"
8848,SB 128 ST AT 74 AV,49.137,"-122.86802"
8849,NB WILLIAMS ST AT SPRING ST,49.27803,"-122.84656"
885,NB BOUNDARY RD AT VANNESS AV,49.23507,"-123.02329"
8850,SB 128 ST AT 71 AV,49.13152,"-122.86797"
8851,EB FRASER HWY AT FLEETWOOD WAY,49.16444,"-122.79752"
8852,NB MUNDY ST AT PARADISE AV,49.24051,"-122.8341"
8853,SB DERWENT WAY AT BELGRAVE WAY,49.18271,"-122.92968"
8854,EB FRASER HWY AT 196 ST,49.11333,"-122.6788"
8855,SOUTH DELTA EXCHANGE BAY 2,49.0359,"-123.06885"
8856,SB PINETREE WAY AT GRIZZLY PL,49.3011,"-122.78492"
8857,NB PINETREE WAY AT GLEN DR,49.28299,"-122.79298"
8858,NB PLATEAU BLVD AT BRISTLECONE CRT,49.30354,"-122.79007"
8859,EB PLATEAU BLVD AT ROBSON DR,49.30102,"-122.7933"
8860,EB PLATEAU BLVD AT TIMBER CRT,49.30627,"-122.78862"
8861,SB COAST MERIDIAN AT COQUITLAM AV,49.267,"-122.75638"
8864,NB COAST MERIDIAN RD AT RIVERWOOD,49.26307,"-122.75597"
8865,SB COAST MERIDIAN AT ROBERTSON AV,49.26254,"-122.75617"
8869,EB MASON AV AT OXFORD ST,49.28921,"-122.76259"
8870,NB OTTAWA ST AT NICOLA AV,49.25744,"-122.74636"
8871,SB OXFORD ST AT WESTMINSTER AV,49.26526,"-122.76732"
8872,EB PRAIRIE AV AT FREMONT ST,49.27119,"-122.73434"
8873,SB NORTH RD AT 500 BLOCK,49.25022,"-122.89302"
8875,EB 100 AV AT 158 ST,49.1843,"-122.78381"
8877,SEMIAHMOO MALL AT ZELLERS ENTRANCE,49.03341,"-122.80254"
8878,WB PRAIRIE AV AT FREMONT ST,49.27135,"-122.73416"
8880,EB OLD YALE RD AT 220 ST,49.08705,"-122.61449"
8881,EB PRAIRIE AV AT SKEENA ST,49.27119,"-122.73719"
8882,NB RIVERSIDE DR AT RIVERWOOD GATE,49.26417,"-122.74208"
8883,WB RIVERSIDE DR AT SKEENA ST,49.26732,"-122.73723"
8884,WB RIVERSIDE DR AT NECHAKO CRES,49.26721,"-122.74003"
8885,SB SCOTT RD AT NORDEL WAY,49.16107,"-122.89054"
8887,EB RIVERSIDE DR AT NECHACKO CRES,49.26705,"-122.73926"
8889,NB OXFORD ST AT PRAIRIE AV,49.27136,"-122.76711"
8890,WB PITT RIVER RD AT SHAUGHNESSY ST,49.2546,"-122.78249"
8891,EB PITT RIVER RD AT SHAUGHNESSY ST,49.25451,"-122.78246"
8892,WB PRAIRIE AV AT SKEENA ST,49.27135,"-122.73782"
8893,EB 40 AV AT 204 ST,49.07461,"-122.65814"
8894,WB PITT RIVER RD AT MARY HILL RD,49.25419,"-122.77889"
8895,SB OXFORD ST AT LAURIER AV,49.2752,"-122.76725"
8896,SB RIVERSIDE DR AT PARANA DR,49.26607,"-122.74225"
8897,SB COAST MERIDIAN RD AT LINCOLN AV,49.27816,"-122.75618"
8898,WB OXFORD CONNECTOR AT 2000 BLOCK,49.26558,"-122.77382"
8899,WB LIONS WAY AT SHAUGHNESSY ST,49.26574,"-122.77666"
89,EB KINGSWAY AT SMITH AV,49.23257,"-123.01838"
8900,NB GAMMA AV AT ALBERT ST,49.28211,"-122.99462"
8902,SB PINETREE WAY AT BOBCAT PL,49.30409,"-122.78422"
8903,SB EASTERN DR AT LAMPREY DR,49.24767,"-122.77557"
8904,SB EASTERN DR AT OUGHTON DR,49.24562,"-122.77645"
8905,NB SHAUGHNESSY ST AT DORSET AV,49.27406,"-122.77489"
8906,SB PINETREE WAY AT GUILDFORD WAY,49.28413,"-122.79303"
8907,SB EASTERN DR AT PENNY PL,49.25249,"-122.77457"
8908,NB SHAUGHNESSY ST AT CENTENNIAL AV,49.27611,"-122.77376"
8909,SB 228 ST AT SELKIRK AV,49.21781,"-122.5904"
891,WB MCGILL ST AT N RENFREW ST,49.28884,"-123.04461"
8911,SB PIPELINE RD AT EL CASA CRT,49.29403,"-122.78074"
8912,NB PIPELINE RD AT EL CASA CRT,49.29468,"-122.78012"
8914,WB ROBSON DR AT KENNEY ST,49.29924,"-122.77936"
8915,NB PINETREE WAY AT CARDINAL CRT,49.30463,"-122.78392"
8916,EB E BROADWAY AT FRASER ST,49.26236,"-123.08837"
8917,EB WESTMINSTER HWY AT NELSON RD,49.16979,"-123.01615"
8918,NB PINETREE WAY AT SILVERTHRONE DR,49.30157,"-122.78464"
8919,WB PLATEAU BLVD AT TIMBER CRT,49.30628,"-122.78972"
8920,SB PLATEAU BLVD AT MAPLEWOOD CRT,49.30525,"-122.79257"
8921,WB ROBSON DR AT PURCELL DR,49.29723,"-122.7839"
8922,NB PINETREE WAY AT ROBSON DR,49.29882,"-122.78683"
8923,SB PLATEAU BLVD AT YELLOWCEDAR PL,49.30379,"-122.79077"
8924,NB PINETREE WAY AT GUILDFORD  WAY,49.28536,"-122.79194"
8925,SB PINETREE WAY AT DOUGLAS COLLEGE,49.28847,"-122.79061"
8926,NB PINETREE WAY AT DOUGLAS COLLEGE,49.28891,"-122.78996"
8927,NB PINETREE WAY AT PINEWOOD AV,49.29122,"-122.78961"
8929,NB MAPLE MEADOWS LOOP AT DUNN AV,49.21663,"-122.66577"
8930,EB PARKWAY BLVD AT 1400 BLOCK,49.29658,"-122.80526"
8931,NB PINETREE WAY AT TANAGER CRT,49.30657,"-122.78443"
8932,NB SHAUGHNESSY ST AT STIRLING AV,49.27777,"-122.77304"
8933,EB INGLIS DR AT BELL IRVING RD,49.17755,"-123.17023"
8934,WB PANORAMA DR AT 2900 BLOCK,49.29812,"-122.80635"
8935,SB PARKWAY BLVD AT SALAL CRES S,49.30088,"-122.80727"
8936,SB PARKWAY BLVD AT SALAL CRES N,49.3037,"-122.80696"
8937,SB PARKWAY BLVD AT PANORAMA DR,49.29722,"-122.80944"
8938,SB PARKWAY BLVD AT TURNBERRY LANE,49.31368,"-122.79909"
8939,NB MUNDY ST AT HILLSIDE AV,49.23268,"-122.83545"
8940,SB PARKWAY BLVD AT TANGLEWOOD LANE,49.29847,"-122.80905"
8941,SB PANORAMA DR AT FOREST PARK WAY,49.30405,"-122.8304"
8942,WB PARKWAY BLVD AT PLATEAU BLVD,49.32067,"-122.79293"
8943,NB WELLINGTON ST AT CANTERBURY LANE,49.28682,"-122.76156"
8945,NB PADDOCK DR AT PLATEAU BLVD,49.30781,"-122.78691"
8946,NB PLATEAU BLVD AT CHARTWELL GRN,49.31732,"-122.79072"
8947,EB PANORAMA DR AT STONERIDGE LANE,49.301,"-122.82247"
8949,EB PANORAMA DR AT EAGLE MOUNTAIN DR,49.29977,"-122.82007"
8950,WB PANORAMA DR AT GREENSTONE CRT,49.29894,"-122.81871"
8951,EB PANORAMA DR AT GREENSTONE CRT,49.29843,"-122.81839"
8952,NB FOREST PRK WAY AT ASPENWOOD DR S,49.2983,"-122.83324"
8955,NB FOREST PRK WAY AT ASPENWOOD DR N,49.30034,"-122.83246"
8956,SB FOREST PARK WAY AT LINDEN CRT,49.30038,"-122.83286"
8957,NB PANORAMA DR AT PANORAMA PL,49.30261,"-122.82965"
8959,NB PLATEAU BLVD AT 3300 BLOCK,49.31932,"-122.79157"
896,NB RUPERT ST AT SEAFORTH DR,49.25346,"-123.03366"
8960,SB ROBSON DR AT BLACKWATER PL,49.29848,"-122.781"
8961,SB PANORAMA DR AT PANORAMA PL,49.3024,"-122.82973"
8962,SB NOONS CREEK DR AT SANDSTONE CRES,49.29655,"-122.8174"
8963,WB PANORAMA DR AT EAGLE MOUNTAIN DR,49.30026,"-122.82032"
8964,WB NOONS CREEK DR AT APPLEYARD CRT,49.28629,"-122.82628"
8965,EB NOONS CREEK DR AT APPLEYARD CRT,49.28622,"-122.82577"
8966,EB NOONS CREEK DR AT THURSTON TERR,49.28745,"-122.82742"
8967,NB NOONS CREEK DR AT UNGLESS WAY,49.28466,"-122.82707"
8969,WB PANORAMA DR AT JOHNSON ST,49.29957,"-122.80149"
8970,EB RAVINE DR AT CREEKSTONE PL,49.29212,"-122.82942"
8971,SB PARKWAY BLVD AT SALAL CRES,49.30534,"-122.80659"
8972,SB NOONS CREEK DR AT DOGWOOD PL,49.29145,"-122.82416"
8973,SB NOONS CREEK DR AT HEATHER PL,49.29271,"-122.82369"
8974,SB PARKWAY BLVD AT BRAESIDE PL,49.31632,"-122.79559"
8976,SB NOONS CREEK DR AT HONEYSUCKLE LN,49.2954,"-122.82119"
8977,WB JOHNSON ST AT ROBSON DR,49.30104,"-122.7941"
8978,NB PADDOCK DR AT 1700 BLOCK,49.31063,"-122.78723"
8979,NB FOREST PARK WAY AT FIRVIEW PL,49.3028,"-122.83343"
8980,EB PARKWAY BLVD AT JOHNSON ST,49.29693,"-122.80365"
8982,SB FOREST PARK WAY AT FERNWAY DR,49.30363,"-122.83271"
8983,SB FOREST PARK WAY AT FIRVIEW PL,49.30253,"-122.83381"
8984,SB 204 ST AT 40 AV,49.07504,"-122.65859"
8985,SB HERITAGE MTN BLVD AT 1200 BLOCK,49.29577,"-122.84292"
8986,WB RAVINE DR AT TURNER CREEK DR,49.29513,"-122.83402"
8987,WB W PENDER ST AT BURRARD ST,49.28683,"-123.11803"
8988,WB E BROADWAY AT COMMERCIAL BAY 3,49.26242,"-123.06836"
8992,SB GRANVILLE ST AT NANTON AV,49.24716,"-123.13928"
8993,SB PLATEAU BLVD AT WHITEBARK PL,49.30142,"-122.79183"
8994,SB EASTERN DR AT LANGAN AV,49.2498,"-122.77489"
8996,EB RIVERSIDE DR AT SKEENA ST,49.26718,"-122.73642"
8997,EB W 2 AV AT ANDERSON ST,49.26946,"-123.13836"
8999,NB WELLINGTON ST AT GREENMOUNT AV,49.28445,"-122.76158"
9,EB KINGSWAY AT OLIVE AV,49.23165,"-123.00952"
90,SB VICTORIA DR AT E 41 AV,49.23227,"-123.06566"
900,NB OAK ST AT W 37 AV,49.23925,"-123.12777"
9001,SB TURNER CREEK DR AT RAVINE DR,49.29479,"-122.83595"
9002,WB 64 AV AT 201 ST,49.11907,"-122.66623"
9003,EB 64 AV AT 200 ST,49.11888,"-122.66738"
9004,NB 206 ST AT 51B AV,49.09859,"-122.65328"
9005,SB 206 ST AT 53A AV,49.09919,"-122.65268"
9007,SB 206 ST AT DOUGLAS CRES,49.10241,"-122.65186"
9008,EB DOUGLAS CRES AT 206 ST,49.10248,"-122.65133"
901,NB RUPERT ST AT GRANDVIEW HWY,49.25852,"-123.0336"
9011,SB 208 ST AT FRASER HWY,49.10196,"-122.64694"
9012,NB 206 ST AT 5400 BLOCK,49.10116,"-122.65169"
9013,NB 208 ST AT FRASER HWY,49.10331,"-122.64663"
9014,EB DOUGLAS CRES AT 208 ST,49.10148,"-122.64719"
9015,WB OXFORD CONNECTOR AT OXFORD ST,49.26383,"-122.7683"
9016,SB 208 ST AT 56 AV,49.10433,"-122.64684"
9017,EB 56 AV AT LANGLEY BYPASS,49.10454,"-122.64407"
9021,WB RAVINE DR AT BUCKHORN PL,49.29475,"-122.83066"
9023,WB NOONS CREEK DR AT BRITTON DR,49.28873,"-122.82784"
9024,SB NOONS CREEK DR AT NOONS CRK CLSE,49.28921,"-122.82462"
9025,SB 204 ST AT 64 AV,49.11838,"-122.65476"
9026,WB 64 AV AT 20300 BLOCK,49.119,"-122.65751"
9027,WB PANORAMA DR AT PARKWAY BLVD,49.29761,"-122.80971"
9029,EB 64 AV AT 203 ST,49.11882,"-122.65931"
9030,WB 64 AV AT 204 ST,49.11895,"-122.65469"
9031,EB 64 AV AT 20300 BLOCK,49.1188,"-122.65662"
9032,WB 66 AV AT 203 ST,49.12263,"-122.66063"
9033,EB 66 AV AT 202 ST,49.12255,"-122.6632"
9034,WB PANORAMA DR AT NOONS CREEK DR,49.29777,"-122.81644"
9035,SB 203 ST AT 65 AV,49.12024,"-122.66022"
9037,SB 203 ST AT 66 AV,49.12223,"-122.6602"
9038,EB 64 AV AT 202 ST,49.11886,"-122.6654"
9039,PORT MOODY TRAINBUS,49.278,"-122.84639"
9040,WB FRASER HWY AT 159 ST,49.15903,"-122.78296"
9041,EB EAST RD AT SUNNYSIDE RD,49.31446,"-122.85499"
9043,WB E 6 AV AT GLENBROOK DR,49.22095,"-122.90599"
9045,WB PANORAMA DR AT STONERIDGE LANE,49.30112,"-122.82271"
9046,WB JOHNSON ST AT PANORAMA DR,49.30091,"-122.797"
9047,WB E 10 AV AT KINGSWAY,49.26202,"-123.09924"
9049,NB FRASER ST AT E 31 AV,49.24287,"-123.09019"
9050,NB 224 ST AT 121 AV,49.22247,"-122.60118"
9052,NB PINETREE WAY AT PLATEAU BLVD,49.30738,"-122.78606"
9053,EB LIONS WAY AT OXFORD CONNECTOR,49.26525,"-122.77639"
9055,TOYS R US WILLOWBROOK  MALL,49.11516,"-122.67703"
9056,NB JOFFRE AV AT CARSON ST,49.21066,"-123.01981"
9058,WB 84 AV AT 108 ST,49.15617,"-122.92378"
9060,SB BELCARRA RD AT WHISKEY COVE LANE,49.32161,"-122.92549"
9061,WB HWY 91 ONRAMP AT WESTMINSTER HWY,49.16979,"-122.97382"
9067,FLAGSTOP EB ON SUNNYSIDE RD,49.30923,"-122.86926"
9068,FLAGSTOP WB ON SUNNYSIDE RD,49.30956,"-122.86853"
9069,FLAGSTOP EB BEDWL BAY AT 3000 BLOCK,49.31911,"-122.89271"
9071,FLAGSTOP EB BEDWL BAY AT 2000 BLOCK,49.314,"-122.8836"
9072,FLAGSTOP WB BEDWL BAY AT 4000 BLOCK,49.31397,"-122.92317"
9073,FLAGSTOP EB BEDWL BAY AT 4000 BLOCK,49.31367,"-122.92332"
9074,NB RAVINE DR AT DEERWOOD PL,49.29321,"-122.82751"
9075,FLAGSTOP EB BEDWL BAY AT 1000 BLOCK,49.31196,"-122.87665"
9076,WB DOUGLAS CRES AT 207 ST,49.10211,"-122.64931"
9077,SB BLACKBERRY DR AT QUEENS PRK HOSP,49.21667,"-122.90166"
9079,SB MCBRIDE BLVD AT 6 AV,49.21926,"-122.90815"
9080,FLAGSTOP WB BEDWL BAY AT 1000 BLOCK,49.31228,"-122.87614"
9081,SB 202 ST AT 65 AV,49.12124,"-122.66377"
9082,NB 202 ST AT 65 AV,49.12044,"-122.66349"
9083,WB 64 AV AT 202 ST,49.11904,"-122.66378"
9084,WB KINGSWAY AT NELSON AV,49.22696,"-122.9948"
9085,FLAGSTOP WB BEDWL BAY AT 3000 BLOCK,49.31975,"-122.89302"
9086,SB MCBRIDE BLVD AT 8 AV,49.22208,"-122.91172"
9087,FLAGSTOP WB BEDWL BAY AT 2000 BLOCK,49.31416,"-122.88499"
9088,NB HERITAGE MTN BLVD AT 1200 BLOCK,49.29568,"-122.84258"
9089,NB PLATEAU BLVD AT CAMELBACK CRT,49.31385,"-122.78791"
9090,EB IOCO RD AT ALDERSIDE RD,49.29244,"-122.85277"
9091,EB LINCOLN AV AT PONDEROSA ST,49.27926,"-122.79321"
9092,SB WELLINGTON ST AT CANTERBURY LANE,49.28675,"-122.76171"
9093,EB 104 AV AT 158 ST,49.19149,"-122.78376"
9095,WB DAVID AV AT FOREST PARK WAY,49.29744,"-122.84041"
9097,WB COMO LAKE AV AT ELMWOOD ST,49.26316,"-122.88969"
9098,SB FRASER ST AT E 31 AV,49.24226,"-123.09041"
9099,NB FLEETWOOD WAY AT FRASER HWY,49.16642,"-122.79728"
91,SB VICTORIA DR AT E 43 AV,49.23026,"-123.06572"
910,EB BEACH AV AT BURNABY ST,49.28586,"-123.14267"
9102,WB CITADEL DR AT CAPITAL CT,49.22837,"-122.79058"
9104,WB QUAYSIDE DR AT LAGUNA CRT,49.19925,"-122.92066"
9105,WB PANORAMA DR AT LANSDOWNE DR,49.29748,"-122.81458"
9107,SB 128 ST AT 69A AV,49.12921,"-122.8679"
9109,NB SEYMOUR ST AT W GEORGIA ST,49.28216,"-123.11674"
911,EB BEACH AV AT CARDERO ST,49.28286,"-123.14165"
9110,WB 56 AV AT PRODUCTION BLVD,49.10449,"-122.68313"
9112,WB 104 AV AT 158 ST,49.19162,"-122.7833"
9113,NB SCHOONER ST AT HARTLEY AV,49.22654,"-122.83999"
9114,NB BRIGANTINE DR AT HARTLEY AV,49.22736,"-122.84883"
912,EB BEACH AV AT NICOLA ST,49.28207,"-123.14042"
9121,NB GOLDEN DR AT 100 BLOCK,49.23299,"-122.82308"
9122,NB GOLDEN DR AT ROCKET WAY,49.23081,"-122.82445"
9123,EB GOLDEN DR AT NORTH BEND ST,49.23325,"-122.82038"
9124,WB CANOE AV AT 2400 BLOCK,49.22978,"-122.82257"
9125,WB SHUSWAP AV AT NORTH BEND ST,49.23062,"-122.82004"
9127,WB HARTLEY AV AT 1600 BLOCK,49.22661,"-122.84411"
9128,EB HARTLEY AV AT BRIGANTINE DR,49.22691,"-122.84822"
9129,NB SCOTT RD AT NORDEL WAY,49.16245,"-122.89017"
913,EB BEACH AV AT JERVIS ST,49.2803,"-123.13829"
9132,WB HARTLEY AV AT SCHOONER ST,49.22629,"-122.84085"
9133,SB RIVERSIDE DR AT RIVERWOOD GATE,49.26421,"-122.74232"
9134,EB HARTLEY AV AT 1600 BLOCK,49.22644,"-122.84353"
9135,SB SCHOONER ST AT UNITED BLVD,49.22753,"-122.83993"
9136,63 AV LOOP,49.21391,"-123.14085"
9137,SB MAIN ST AT E 41 AV,49.23276,"-123.10165"
9138,SB TOWER RD AT UNIVERSITY HIGH ST,49.27713,"-122.90937"
9139,EB GREENMOUNT AV AT WELLINGTON ST,49.28425,"-122.7613"
9140,WB ROBSON ST AT GRANVILLE ST,49.28127,"-123.11955"
9141,WB IOCO RD AT ALDERSIDE RD,49.29283,"-122.85321"
9142,NB PINETREE WAY AT ANSON AV,49.2778,"-122.79561"
9143,SB 168 ST AT 64 AV,49.11836,"-122.75671"
9144,WB WILLIAMS RD AT GARDEN CITY RD,49.14091,"-123.12606"
9145,NB SHELL RD AT STEVESTON HWY,49.13356,"-123.10308"
9146,WB 64 AV AT 168 ST,49.11899,"-122.75722"
9149,CENTRAL BLVD AT METROTOWN STN,49.22596,"-123.00235"
915,EB BEACH AV AT THURLOW ST,49.27729,"-123.13525"
9150,WB CAPE HORN AV AT MUNDY ST,49.23088,"-122.83759"
9151,WB WILLIAMS RD AT DEAGLE RD,49.14101,"-123.14528"
9152,WB WILLIAMS RD AT NO. 3 RD,49.14095,"-123.13714"
9153,WB WILLIAMS RD AT GILBERT RD,49.14104,"-123.14816"
9154,EB WILLIAMS RD AT GILBERT RD,49.14085,"-123.14763"
9155,EB WILLIAMS RD AT DUNOON DR,49.14078,"-123.1387"
9158,EB WILLIAMS RD AT DEAGLE RD,49.14083,"-123.14457"
9159,WB WILLIAMS RD AT SWIFT LANE,49.14106,"-123.15494"
916,EB BEACH AV AT BUTE ST,49.27893,"-123.1369"
9161,WB WILLIAMS RD AT SHERIDAN RD,49.14105,"-123.15113"
9162,WB WILLIAMS RD AT LASSAM RD,49.14106,"-123.16421"
9163,EB WILLIAMS RD AT PIGOTT DR,49.14075,"-123.13151"
9164,EB WILLIAMS RD AT RAILWAY AV,49.14095,"-123.16923"
9165,SB RAILWAY AV AT HOLLYMOUNT GATE,49.13683,"-123.1699"
9166,NB RAILWAY AV AT HOLLYMOUNT GATE,49.13682,"-123.16975"
9167,NB RAILWAY AV AT STEVESTON HWY,49.13389,"-123.16968"
9168,EB WILLIAMS RD AT LASSAM RD,49.14094,"-123.16328"
9169,SB RAILWAY AV AT WILLIAMS RD,49.14073,"-123.1699"
9170,SB RAILWAY AV AT STEVESTON HWY,49.13347,"-123.16988"
9171,NB RAILWAY AV AT GARRY ST,49.12946,"-123.16962"
9172,SB RAILWAY AV AT GARRY ST,49.12901,"-123.16994"
9173,NB RAILWAY AV AT MONCTON ST,49.12532,"-123.16971"
9175,SB RAILWAY AV AT 11200 BLOCK,49.1317,"-123.16991"
9176,NB RAILWAY AV AT 11200 BLOCK,49.13214,"-123.16969"
9177,WB WILLIAMS RD AT NO. 2 RD,49.1411,"-123.15929"
9179,EB FRASER HWY AT 64 AV,49.11839,"-122.6904"
9180,SB 144 ST AT 76 AV,49.14079,"-122.82354"
9181,NB SHELL RD AT MADDOCKS RD,49.13616,"-123.10298"
9182,EB COMO LAKE AV AT CUSTER CRT,49.26326,"-122.83739"
9185,SB SHELL RD AT MADDOCKS RD,49.13528,"-123.10323"
9187,SB PIPELINE RD AT 1300 BLOCK,49.2963,"-122.77964"
9188,WB E 41 AV AT FLEMING ST,49.23276,"-123.07323"
